URL,Title,Content
https://kgiamalis.co/blog/attribution-models-beyond-last-click, [Guide] Attribution Models: Beyond Last Click,"[Guide] Attribution Models: Beyond Last Click Table of content Attribution models help assign credit for sales and conversions to touchpoints in conversion paths and they are part of fundamental optimization techniques for marketing channels.  Although it’s not hot topic (like conversion attribution window), it is a mandatory process, especially for companies that have large advertising budgets and marketers who want to allocate their money in a sophisticated and efficient way. Default last-click attribution would be a good solution if users made just one interaction before they convert. Just check (into your Google Analytics) your users’ type allocation (returning vs new visitors) and realize that for each returning visitor there are at least 2 touch points, which means that if we use last-click attribution we’ll lose minimum 50% of the conversion value overall.  Yes, at least half of the conversion value (best case scenario), gone. Now, imagine that you have 10 interactions before a conversion and you will realize that you lost 90% (!) of the conversion value overall. I am not going to re-invent the wheel about attribution models, Avinash made our day easier about them with this comprehensive article, providing all the necessary information about default attribution models (along with their pros & cons) and his preferred custom attribution model as well. I just want to share a different point of view based on personal learnings about marketing attribution models. If you don’t want to create your own custom attribution model, I would suggest selecting Time Decay attribution model (click-only). Adding time dimension within an attribution model make it more “human” because it doesn’t rely only on clicks (which on mobile can be accidental clicks) and impressions (which most probably are not viewable).  This model is useful for digital touchpoints that drive conversions AND touchpoints that increase the likelihood of a conversion in the near future. Please double check and confirm your lookback window before you implement this model. The time decay factor (click-only) calculated as follows: TDF is defined by two things: (1) the time span the interaction is away from the conversion x and (2) the time decay parameter p. The smaller p is, the quicker the value of the TDF decreases with increasing distance of the interaction event from the conversion. There are a lot of custom models out there (from “bathtub model” to this “mind-blowing” model) but most of the times we have to create our own attribution model in order to meet our needs and solve our problems. If we want to create our own attribution model we need to consider the following:  Time lag We need to check the time lag of our conversions in order to add it in our attribution model. A big-time lag means that the user needs more time to convert, so the initial touchpoints don’t influence him equally with touchpoints that are closer to conversion (avoid time periods with seasonality, for more relevant results). For more information about time lag data check here.  Path Length Path length is critical. Along with time lag will help us define our approach. If the main time lag and page length are big (ex. 90 days – 4+ touchpoints), then we should consider giving more credit to touchpoints that are close to final conversion.  If the main path length and time lag are small (ex. 3 days – 2 touchpoints) then we can maybe split equally the conversion value because all touchpoints matter almost the same.  Interaction types/Engagement adjustments “Click” interaction type is the most useful since Google Analytics does not track impressions and rich media interactions from other channels besides Google products. You can add impressions to your attribution model and specify the relationship between general impression weighting and relative time weighting.  Finally, add user engagement metrics and distribute credit proportionally based on page depth rather than time on site. As Jeff Sauer said in Digital Elite Camp 2017: “When it comes to attribution models, there is no silver bullet”.  The question “which channels are better for awareness” can be answered by first-click model while the question “which channels are better for closing deals” can be answered by last-click.  If you are savvy enough, you can answer more complicated answers (for example you can check specific AdWords campaigns and non-direct user paths performance), using custom models that will give you a clear view of your users’ behavior. If you use Google Analytics Premium you have 2 additional tools that you can use, ROI Analysis & Model Explorer (both in Beta). The model explorer displays the weighted average value for path positions prior to conversion for each channel based on data-driven attribution model.  I believe that this model works by identifying patterns among those leads that lead to conversions. From the report above we can see that while paid search and display help users initially connect with the website, referral, organic search & direct are close to the end of the conversion path. All models above are very good for digital marketing but when it comes to offline channels they are useless. A good approach that can help us attribute our budget efficiently across offline marketing is exit poll and NPS.  Exit poll is a window that is displayed after a placed order (depending on the industry, it is displayed on every order or on the 1st order of every user) and simply asks the user which channel helped him learn about our company. Exit poll is a good tool to allocate orders in channels but when it comes to high-value and low-value customers it is lacking depth and sophistication so we can implement NPS technique as well. NPS (which means Net Promoter Score) ask users how likely is to recommend our product to other users and can be asked immediately after exit poll.  One good strategy for companies that have both offline & online marketing channels is to include all channels in Exit poll and then correlate GA data along with exit poll and NPS in order to create a solid attribution framework. All models have pros and cons. Digital models lack cross-device tracking, while offline models don’t have 100% answer rate. Attribution modeling is a complex project for marketing professionals but none underestimate its value.  Try to track all your channels (online and offline),  check a couple of models and their results and come up with something that will help you understand where performance and high-value customers are coming from even though you don’t have all the data in place. Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/extra-mile, Extra Mile,"Extra Mile I read a great story by Benjamin Hardy on Medium, and I would like to share it with his kind permission: A farmer had grown old and was ready to pass his farm down to one of his two sons.  When he brought his sons together to speak about it, he told them: The farm will go to the younger son. The older son was furious! “What are you talking about?!” he fumed.  The father sat patiently, thinking. “Okay,” the father said, “I need you to do something for me. We need more stocks. Will you go to Cibi’s farm and see if he has any cows for sale?” The older son shortly returned and reported, “Father, Cibi has 6 cows for sale.”  The father graciously thanked the older son for his work. He then turned to the younger son and said, “I need you to do something for me. We need more stocks. Will you go to Cibi’s farm and see if he has any cows for sale?”  The younger son did as he was asked. A short while later, he returned and reported, “Father, Cibi has 6 cows for sale. Each cow will cost 2,000 rupees. If we are thinking about buying more than 6 cows, Cibi said he would be willing to reduce the price to 100 rupees. Cibi also said they are getting special jersey cows next week, if we aren’t in a hurry, it may be good to wait. However, if we need the cows urgently, Cibi said he could deliver the cows tomorrow.”  The father graciously thanked the younger son for his work. He then turned to the older son and said, “That’s why your younger brother is getting the farm.”  Moral of the story: Every time you want to do something, you should care enough in order to create something better than a decent project. Every time you have a request from a stakeholder, you need to “own” the request and create the best version of it and not just “serve” it according to stakeholders’ specs. Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/a-typical-pm-day, A typical PM day,"A typical PM day Discussing with Product Managers (PMs) who are ready to go on vacation today, I realized the wide variety of tasks that a PM must handle. Below is a generalized, domain-agnostic list, including tasks that may occur within a typical day of a Product Manager:  Disclaimer: The following list include activities where the PM is solely responsible to deliver them and other activities that he is part of the team that works on it. Also, not all activities happen in a daily basis.  [Discovery] Understand domain's performance Every PM has Key Performance Indicators (KPIs). It's essential to check them daily to understand how they are performing, recognize patterns, and identify seasonal variations. Generally, the best way to gauge progress is to monitor it closely. KPIs are useful indicators of what has occurred. Ideally, you should document what happened and why it occurred in your knowledge base. This information can be useful the next time you need answers for your KPIs.  [Discovery] Review customer feedback You should establish processes to regularly gather feedback from your customers. This can be through methods like Net Promoter Score (NPS), sentiment analysis, surveys, interviews, or other sources that provide context about how your customers feel about your product. Though we may have KPIs and numbers, qualitative data is essential to understand why something happened. After all, your customer is the most important stakeholder.  [Discovery] Problem understanding Understanding the problems you're trying to solve is core to your daily responsibilities. Sometimes, you may be able to tackle problems without technical implementation, such as by collaborating with another department or avoiding quick fixes that only alleviate the problem and create technical or design debt.  [Discovery] Work on solution with designers PM sit along with designer to draft the solution space. Depending on the challenge, developers are also involved. There are cases where stakeholders are involved as well.  [Discovery] Work on an analysis with analysts PM should initiate an analysis, most usually to measure the impact of a product change we developed in the last sprint.  [Discovery] Competition check & benchmarking Do not forget the competition. Study them, subscribe to their newsletter, use their product. You should always be informed regarding their best features, what are you missing, what are they missing and how can you outperform them.  [Planning] Daily standup Daily standup meetings are a common ritual where PMs gather with their team to discuss: We use Geekbot for our daily standups and highly recommend it.  [Planning] Product Planning We plan our work in a weekly basis. Although technical sprints occur every 2 weeks, there is a weekly product alignment where we discuss both downstream & upstream stories across the department. When it comes to upstream and weekly planning, there are 3 statuses: PRODUCT INPUT: Tasks that are under product discovery. TECHNICAL REFINEMENT: After discovery is completed, stories get detailed technical feedback. READY FOR IMPLEMENTATION: Stories that are ready for implementation.  [Planning] PRD writing  We create PRDs for main features. These documents require time and alignment with business and tech teams, but they serve as a reliable information source for all teams. A well-written PRD can reduce the number of necessary meetings and accelerate development and story writing & splitting.  [Planning] OKR planning Objectives and Key Results (OKR) planning requires monthly input for updates or creation of new OKRs for the upcoming quarter.  [Planning] Meetings We spend a lot of hours on meetings. There are a lot of meeting types, alignment for a new feature, planning rituals, feedback meetings etc.  [Planning] Stakeholders management Stakeholders may have needs, problems, or ideas that they would like to discuss with you.  [Planning] Communication & collaboration Every PM spends time on communication and collaboration, engaging with:  [Delivery] A/B testing review PMs should access and evaluate active A/B tests, as it's their responsibility to decide how to proceed.  [Delivery] QA contribution Often, PMs contribute to Quality Assurance (QA). There might be specific features or flows where the PM must approve before going live.  [Delivery] Epic split & story Writing After completing the PRD, we need to break down the epic into tasks (stories) and assign them to respective teams.  [Delivery] Monitor technical releases (Production) Stay informed about what your team or connected teams have released into production. This information helps you understand your current product development cycle and provides context for what has happened. Many PMs check releases through tools like JIRA or Slack.  [Team] Hiring You may be involved in sourcing, evaluating assessments, and conducting interviews to expand your team with suitable candidates.  [Team] Decision-making Decisions must often be made quickly.  [Team] Problem solving & feedback Problems requiring your contribution may arise. Examples include:  Do I miss any other important PM activity?  Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/first-mover-is-not-always-an-advantage, No title found,This page doesn't seem to exist. Click anywhere to go back.
https://kgiamalis.co/blog/north-star-metric, No title found,This page doesn't seem to exist. Click anywhere to go back.
https://kgiamalis.co/blog/the-initiator, The initiator,"The initiator For each person who cares enough to make something, who is bold enough to ship it, who is generous enough to say, ""here, I made this”:  There are ten people who say, ""I could have done it better.""  A hundred people who say, ""Who are you to do this?""  A thousand people who say, ""I was just about to do that,""  and ten thousand people who don't care at all.  And all of that is okay, because the person we need, the one we cherish, the one we would miss, is the first person, the initiator, the one who cares.  Thanks for shipping your work.  (Originally posted on Seth Godin’s blog on 2015) Relevant posts: Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/ask-great-questions, Ask Great Questions,"Ask Great Questions An underappreciated skill, I have yet to find a single product manager (PM) who asked great questions and wasn't competent in their role. Asking excellent questions might seem like an unconventional way to identify a top 1% PM, but I encourage you to experiment with this idea and let me know if it works.  ⚠️ Disclaimer: It's not just about asking questions. It's about asking good to great questions. Quality, not quantity, is what counts here.  Asking great questions implies:  Understanding this principle can be instrumental in recognizing and nurturing top product management talent. Asking great questions, while seemingly simple, can reveal a deep understanding of what truly matters in the product development process, and reflects attributes that set the most successful PMs apart from the rest. Relevant posts: Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/workshop-review-ai-for-senior-pms, [Review] AI worskhop for Senior PMs,"[Review] AI worskhop for Senior PMs In June, an engaging workshop took place, hosted by Marily Nika, a Greek Product leader with a wealth of experience in AI, having worked for companies like Meta and Google.  Honestly, the title and its focus on senior Product Managers caught my eye, so I decided to participate. The workshop indeed attracted many senior PMs. Although it provided a great networking opportunity, I missed out on this aspect since I didn't watch the entire live workshop but only 50% of it (the rest 50% I watched it on my own pace). Consequently, I wasn't engaged in the discussions that occurred within the workshop and on the Discord server.  After revisiting the educational content last week, I wanted to write a brief review about the workshop. The workshop consisted of 6 sessions, addressing a broad spectrum of AI topics. I'll break down the learnings into key categories to cover the essential parts:  Introduction:  Technical:  Career:  Overall, the workshop was fascinating, covering vital areas for aspiring AI PMs. Marily proved to be an engaging instructor who resonated well with the audience and communicated essential information effectively. Her hands-on experience in AI enriched the entire session, especially during the career segment, where she offered invaluable insights on becoming a PM, current recruiting trends, and dos and don'ts for AI PMs. There were even mock AI PM interview questions and answers!  Regarding feedback, I wished for more analysis and teardown of a few successful AI products, explaining why they succeeded and how to build a successful product, would have been enlightening. This is relevant today as numerous tools and startups focus on AI, but evaluating their market value and market fit can be challenging. Also, providing more technical sessions and examples (such as fine-tuning a model) would be really helpful for the PMs because if you understand the whole process, you will become a more competent AI PM.  Last but not least, the sessions featured valuable presentations from other respected professionals in the field. These were particularly insightful as some experts were senior AI PMs who shared valuable tips based on their experience. Additionally, there were experts who, while not PMs themselves, work closely with PMs. They provided advice on what they expect from a competent AI PM, as well as what they don't expect. These diverse perspectives added depth and practical understanding to the content of the workshop.  The course is recommended for senior PMs that want to break into AI. In case anyone is interested in joining the next cohort of the session here is the link: A 3-week deep dive into complex AI concepts, problems and challenges you will face as an AI PM and how to solve them. Learn from 5 leaders. maven.com This course is part of the AI Product management bootcamp: This 12 week program aims to cultivate a new generation of AI product leaders who can drive innovation in the rapidly evolving AI ecosystem maven.com Relevant posts: Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/the-curse-of-knowledge, The curse of knowledge,"The curse of knowledge In my daily work, I collaborate with various professionals: from finance experts and accountants to software developers, designers, and marketing specialists. Each is a master in their respective domains.  While product managers are also specialists, the realm of Product thrives on a ""generalist"" ethos. Today, I want to shed light on a prevalent misconception often observed when interacting with experts: the ""Curse of Knowledge"". I first recognized this in myself when attempting to describe Product management to an individual unfamiliar with the sector.  The ""Curse of Knowledge"" is a cognitive bias. It arises when individuals deeply versed in a topic struggle to see it from the perspective of those less informed. Essentially, once you've internalized a piece of knowledge, it becomes challenging to recall not knowing it.  This cognitive situation can obstruct clear communication, project explanations, and alignment. When a knowledgeable person presumes others possess the same background understanding, they risk creating confusion or a sense of exclusion.  The Famous Experiment from ""Made to Stick"" In ""Made to Stick"", authors Chip and Dan Heath reference a study led by Elizabeth Newton in 1990. Participants were categorized as ""tappers"" or ""listeners"". Tappers would relay recognizable tunes, such as ""Happy Birthday"", using table taps, while listeners tried to identify the melodies. Although tappers anticipated a 50% success rate for the listeners, a mere 2.5% identified the songs. This experiment vividly illustrates the Curse of Knowledge: the tappers found it difficult to dissociate their comprehensive awareness of the song from the rudimentary taps.  (such a great example to explain curse of knowledge)  How to Spot It:  How to Deal with It:  In Product management, effective communication is more than important. Recognizing and mitigating the Curse of Knowledge ensures that both ""tappers"" and ""listeners"" share mutual understanding. Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/a-hiring-question, A hiring question,"A hiring question When it comes to crafting questions for hiring, many guides are tailored to specific professions. Whether hiring performance marketers, BI analysts, product designers, product managers, owners, specialists, or analysts, there is one question I pose to all candidates, regardless of their level or expertise.  What are the reading pieces you have read so far that have influenced you the most?  I was first asked this question when I was being interviewed for the efood Marketing team by George Giannakeas. It's a fairly straightforward question. It's generic, timeless, and applicable to anyone. Of all the questions I've asked in interviews, this one has proven to be very helpful across various contexts.  🚨 Survivorship bias alert: I can only speak to the performance of the people we have hired, so my conclusions are based on this information alone.  ⚠️ Disclaimer: This question was part of a comprehensive process that helped us form an opinion about a candidate. It's not a magic solution, and it shouldn't be used as the sole determining question, but rather as a complementary one.   Why this question was helpful: Better understanding the candidate's mindset. Professionals come in many forms. Some are more suited to corporate environments, while others thrive in startups. They may be strong in B2B or B2C, or be managers, doers, or both. A résumé may reveal many professional traits, but many people don't necessarily work in jobs that align with their thinking. However, what a person reads can undoubtedly resonate with their mindset.  Gaining additional insights from the discussion sparked by suggestions. Often, the interview becomes more engaging due to a thought-provoking article or a piece that holds significant value. Talking about the industry rather than ourselves can be a useful tactic to understand how a candidate views the job landscape.  Discovering something interesting to read myself. Though I am an avid reader, I haven't read everything, so I might find a fascinating piece of information that could help me become a better professional. Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/lead-by-example, Lead by example,"Lead by example I enjoy reading books and articles about leadership and management styles. I find the stories behind leadership lessons captivating, and it's remarkable to me how leadership patterns span across industries, from sports (e.g., ""The Score Takes Care of Itself"") to military (e.g., ""Extreme Ownership""). Additionally, I appreciate engaging in conversations with leaders based in Greece who successfully guide teams, businesses, and even volunteer organizations.  The one style that I find most compelling, and of which I am the biggest advocate, is the following:  Do you want a data-driven team? Become the most data-driven professional on the team. Do you want a disciplined team? Become the most disciplined professional. Do you want your team to thrive? You should raise the bar yourself first. Do you want a team of professionals that don’t seek excuses and drama? Avoid excuses and drama yourself first.  This is a simple and self-explanatory style. Become the compass that points in the direction you believe in and the rest of the team will follow.  Construct a system based on the principles that you believe matter to you, your team, and the business, and stubbornly follow to it. Others will follow, and those who don’t want to follow will become obsolete due to the system and the environment that the rest of the team will cultivate. Relevant posts: Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/the-inertia-law, The inertia law,"The inertia law Imagine you've decided to make a change. But, even after this decision, things don't shift overnight. This isn't because people don't want to change; it's mostly because of inertia.  Change takes time, especially for us humans. Even if we're on board with a new idea, we still need time to:  For instance, when as Marketing team (long time ago) chose to use Agile in our Scrum process, we didn't get it right immediately. It took three months to roll it out. Eventually we built our own process (Nero) that required three years to refine it to really suit us.  We used to optimize our product development towards conversion funnel optimization. 9 out of 10 tasks and features was about this funnel. But enhancing the experience after a purchase? That took more time and effort.  Customers feel inertia, too. Think about when a popular brand updates its logo. I can't recall a major logo change that everyone liked right off the bat.  And when it comes to new or revamped features in products, customers need a beat. They might even appreciate the change, but adjusting their habits? Thanks to inertia, that's a gradual process.  So, whenever you're changing something that affects how people interact, always keep inertia in mind. It's a gentle reminder that patience is key. Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/dont-start-as-pm, Don’t start as PM,"Don’t start as PM I began my career in marketing, with a specific focus on performance marketing. This concentration honed my skills in several pivotal concepts, including: These concepts proved invaluable for my progression in the product domain. Fortunately, my existing expertise in these areas made it easier for me to grasp marketing challenges and proactively design superior solutions.  I'd advise against starting directly as a PM. The most accomplished PMs I've encountered didn't begin their careers as PMs. Instead, many initiated their journeys as:  Each of these roles can pave the way to becoming an exceptional PM. They equip you with a unique perspective and specialized knowledge, both of which can significantly impact your organization.  An often-overlooked benefit from my marketing days was my role as a stakeholder. I was on the ""other side"", striving to convey the significance of my requests to the Product/Tech teams. Having been a stakeholder is invaluable for a PM. It fosters a genuine understanding and empathy towards others in different departments seeking your support. Trust me, empathizing with a stakeholder's position is entirely different when you've been in their shoes. Relevant posts: Opinions expressed are solely my own and do not necessarily express the views or opinions of my employer."
https://kgiamalis.co/blog/wrk-in-progress-data-driven, No title found,This page doesn't seem to exist. Click anywhere to go back.
